algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,train_ITM_only,use_path,price,duration
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.84,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2553736664688847,5.229458332061768
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.86,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2650881266927199,5.305424928665161
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.86,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2683306155559821,5.299428462982178
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.86,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2574736719286844,5.350882530212402
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.88,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2676051621101143,5.310635566711426
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.88,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.28025274577673487,5.3546836376190186
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.88,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.28077865049052786,5.267303466796875
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.9,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2731389644734098,5.311791658401489
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.9,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2788809092388031,5.270266771316528
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.9,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2935291009170619,5.337645769119263
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.92,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2943604395067315,5.379299640655518
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.92,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2903852494708111,5.367709398269653
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.92,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.3001906696060419,5.315432071685791
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.9400000000000001,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.2942388880504559,5.352864027023315
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.9400000000000001,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.30158786919933284,5.3373095989227295
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.9400000000000001,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.3111584600190367,5.392879486083984
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.96,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.30993861474680345,5.40923547744751
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.96,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.3049048491205864,5.453306198120117
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.96,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.3245737729974392,5.333371162414551
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.98,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.31449377988372634,5.364432096481323
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.98,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.3127458239753953,5.32227349281311
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.98,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.30341955935963144,5.3601298332214355
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.999,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.33249403239563113,5.150235891342163
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.999,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.32160195197341696,5.211137771606445
RRLSM,FractionalBrownianMotion,Identity,0.02,0.2,0.01,2,-0.3,0.999,5,20000,10,0,100,0.0,1,30,20,"[0.0001, 0.3]",1.0,False,False,0.32064301153211777,2.989621877670288
